"# GtoPdb Version: 2025.1 - published: 2025-04-01"
"Target","Target ID","Target Subunit IDs","Target Gene Symbol","Target UniProt ID","Target Ensembl Gene ID","Target Ligand","Target Ligand ID","Target Ligand Subunit IDs","Target Ligand Gene Symbol","Target Ligand UniProt ID","Target Ligand Ensembl Gene ID","Target Ligand PubChem SID","Target Species","Ligand ID","Ligand","Ligand Type","Ligand Subunit IDs","Ligand Gene Symbol","Ligand Species","Ligand PubChem SID","Approved","Type","Action","Action comment","Selectivity","Endogenous","Primary Target","concentration Range","Affinity Units","Affinity High","Affinity Median","Affinity Low","Original Affinity Units","Original Affinity Low nm","Original Affinity Median nm","Original Affinity High nm","Original Affinity Relation","Assay Description","Receptor Site","Ligand Context","PubMed ID"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","5661","AST-487","Synthetic organic",,,,"178102289","false","Inhibitor","Inhibition","","Not Determined","false","true","","pKi","","6.920000076293945","","Ki","","120.0","","=","Inhibition of wild type FLT3","","","18820131"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","10597","BAY-985","Synthetic organic",,,,"404859044","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.909999847412109","","IC50","","123.0","","=","","","","31859507"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","10474","belizatinib","Synthetic organic",,,,"385612233","false","Inhibitor","Inhibition","","Not Determined","false","false","","pKd","","7.380000114440918","","Kd","","42.0","","=","Binding affinity <i>in vitro</i>.","","","22734674"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","7879","BMS-690514","Synthetic organic",,,,"223366208","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.960000038146973","","IC50","","110.0","","=","","","","20166197"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","5664","cediranib","Synthetic organic",,,,"178102292","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.0","","IC50","","1000.0","",">","","","","15899831"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","7397","ceritinib","Synthetic organic",,,,"178103969","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.21999979019165","","IC50","","60.0","","=","","","","23742252"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","11565","compound 13ac [PMID: 33256400]","Synthetic organic",,,,"441604937","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.210000038146973","","IC50","","62.0","","=","","","","33256400"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","8214","compound 14k [PMID: 21982499]","Synthetic organic",,,,"249565894","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.980000019073486","","IC50","","104.0","","=","","","","21982499"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","10549","compound 18e [PMID: 31670517]","Synthetic organic",,,,"404858998","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.399999618530273","","IC50","","4.0","","=","","","","31670517"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","10574","compound 1 [Cruz-L&oacute;pez <i>et al</i>., 2019]","Synthetic organic",,,,"404859021","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","4.269999980926514","","IC50","","53500.0","","=","","","","31867559"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","12932","compound 25ap [PMID: 37796543]","Synthetic organic",,,,"485206053","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.960000038146973","","IC50","","10.899999618530273","","=","","","","37796543"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","8138","compound 2c [PMID: 24900538]","Synthetic organic",,,,"249565818","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.680000305175781","","IC50","","2.0999999046325684","","=","","","","24900538"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","12911","compound 34f [PMID: 37535845]","Synthetic organic",,,,"485206032","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.399999618530273","","IC50","","4.0","","=","Inhibition of FLT3-ITD catalytic activity","","","37535845"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","12911","compound 34f [PMID: 37535845]","Synthetic organic",,,,"485206032","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","9.0","","IC50","","1.0","","=","Inhibition of FLT3-D835Y catalytic activity","","","37535845"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","9712","compound 5e [PMID: 28580438]","Synthetic organic",,,,"348353671","false","Inhibitor","Inhibition","","Selective","false","true","","pKd","","8.4399995803833","","Kd","","3.5999999046325684","","=","Measured using the Z′-LYTE Kinase Assay Kit and wild type FLT3.","","","28580438"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","12249","compound 6li [Chan <i>et al</i>., 2022]","Synthetic organic",,,,"473153837","false","Inhibitor","Inhibition","","Not Determined","false","false","","pKd","","8.600000381469727","","Kd","","2.5","","=","","","",
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","9937","compound 7d [PMID: 29672049]","Synthetic organic",,,,"363894231","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.889999866485596","","IC50","","13.0","","=","In a biochemical assay.","","","29672049"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","8175","compound 8h [PMID: 22765894]","Synthetic organic",,,,"249565855","false","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","9.069999694824219","","IC50","","0.8500000238418579","","=","","","","22765894"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","9905","compound 8i [PMID: 22765894]","Synthetic organic",,,,"363894199","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","9.100000381469727","","IC50","","0.800000011920929","","=","","","","21613405"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","7882","crenolanib","Synthetic organic",,,,"223366211","false","Inhibitor","Inhibition","","Not Determined","false","true","","pKd","","9.130000114440918","","Kd","","0.7400000095367432","","=","","","","22745105"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","8108","denfivontinib","Synthetic organic",,,,"249565788","false","Inhibitor","Inhibition","","Selective","false","true","","pIC50","","9.399999618530273","","IC50","","0.4000000059604645","","=","","","","24532805"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","4907","dorsomorphin","Synthetic organic",,,,"178101606","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","9.0","","IC50","","1.0","","<","Assayed using AMPK heterotrimeric complex containing &alpha;2, &beta;1, &gamma;1 subunits","","","20932747"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","5962","dovitinib","Synthetic organic",,,,"178102585","false","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","9.0","","8.520000457763672","IC50","3.0","","1.0","=","","","","19113866|15598814"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","5962","dovitinib","Synthetic organic",,,,"178102585","false","Inhibitor","Inhibition","","Not Determined","false","true","","pKd","","9.1899995803833","","Kd","","0.6399999856948853","","=","","","","22037378"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","8942","edicotinib","Synthetic organic",,,,"310264723","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.71999979019165","","IC50","","190.0","","=","","","","26233509"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","7885","ENMD-2076","Synthetic organic",,,,"249565576","false","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","8.520000457763672","","IC50","","3.0","","=","","","","19320489"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","5970","Flt-3 inhibitor","Synthetic organic",,,,"178102593","false","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","7.380000114440918","","IC50","","42.0","","=","","","","16580199"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","5971","Flt-3 inhibitor II","Synthetic organic",,,,"178102594","false","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","7.480000019073486","","IC50","","33.0","","=","","","","16722630"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","5972","Flt-3 inhibitor III","Synthetic organic",,,,"178102595","false","Inhibitor","Inhibition","","Selective","false","true","","pIC50","","7.300000190734863","","IC50","","50.0","","=","","","","16854049"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","8708","gilteritinib","Synthetic organic",,,,"252827366","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","9.520000457763672","","IC50","","0.30000001192092896","","~","","","","27908881"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","5973","G&ouml; 6976","Synthetic organic",,,,"178102596","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","9.149999618530273","","IC50","","0.699999988079071","","=","Inhibitory activity against recombinant FLT3 in an <i>in vitro</i> kinase assay.","","","24735609"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","5982","GTP-14564","Synthetic organic",,,,"178102605","false","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","6.519999980926514","","IC50","","300.0","","=","","","","12815052"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","9914","ilorasertib","Synthetic organic",,,,"363894208","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","9.0","","IC50","","1.0","","=","Measuring inhibition of kinase activity in a biochemical assay.","","","22935731"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","5689","JNJ-28312141","Synthetic organic",,,,"178102316","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.519999980926514","","IC50","","30.0","","=","","","","19887542"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","5691","KW-2449","Synthetic organic",,,,"178102318","false","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","8.180000305175781","","IC50","","6.599999904632568","","=","","","","19541823"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","5691","KW-2449","Synthetic organic",,,,"178102318","false","Inhibitor","Inhibition","","Not Determined","false","true","","pKd","","7.820000171661377","","Kd","","15.0","","=","","","","22037378"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","5672","lestaurtinib","Synthetic organic",,,,"178102300","false","Inhibitor","Inhibition","","Not Determined","false","true","","pKd","","8.069999694824219","","Kd","","8.5","","=","","","","22037378"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","5657","linifanib","Synthetic organic",,,,"178102285","false","Inhibitor","Inhibition","","Not Determined","false","true","","pKd","","9.199999809265137","","Kd","","0.6299999952316284","","=","","","","22037378"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","5657","linifanib","Synthetic organic",,,,"178102285","false","Inhibitor","Inhibition","","Non-selective","false","false","","pIC50","","8.399999618530273","","IC50","","4.0","","=","","","","16648571"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","9366","MELK-TI","Synthetic organic",,,,"328083468","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.739999771118164","","IC50","","18.0","","=","Measured in a MIllipore kinase screening panel assay","","","25589925"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","9841","merestinib","Synthetic organic",,,,"363894135","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.510000228881836","","IC50","","31.0","","=","Inhibition of <i>in vitro</i> biochemical activity by EMD Millipore assay.","","","23275061"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","5702","midostaurin","Synthetic organic",,,,"178102329","true","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","6.28000020980835","","IC50","","528.0","","=","","","","12124173"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","5702","midostaurin","Synthetic organic",,,,"178102329","true","Inhibitor","Inhibition","","Not Determined","false","true","","pKd","","7.960000038146973","","Kd","","11.0","","=","","","","22037378"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","9600","mivavotinib","Synthetic organic",,,,"340590230","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.34000015258789","","IC50","","4.599999904632568","","=","<i>In vitro</i> potency","","","27839918"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","7962","MK-2461","Synthetic organic",,,,"249565645","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.659999847412109","","IC50","","22.0","","=","","","","20145145"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","13496","mobinitinib","Synthetic organic",,,,"500839906","false","Inhibitor","Inhibition","","Not Determined","false","false","","pKd","","7.590000152587891","","Kd","","26.0","","=","Affinity for WT FLT3","","","30953752"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","13496","mobinitinib","Synthetic organic",,,,"500839906","false","Inhibitor","Inhibition","","Not Determined","false","false","","pKd","","7.46999979019165","","Kd","","34.0","","=","Affinity for FLT3-ITD mutant","","","30953752"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","13213","nefextinib","Synthetic organic",,,,"491299995","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","9.699999809265137","","IC50","","0.20000000298023224","","=","Inhibitor potency for FLT3 D835Y mutant","","",
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","13213","nefextinib","Synthetic organic",,,,"491299995","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","9.470000267028809","","IC50","","0.3400000035762787","","=","Inhibitor potency for FLT3-ITD fusion","","",
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","13213","nefextinib","Synthetic organic",,,,"491299995","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","9.550000190734863","","IC50","","0.2800000011920929","","=","Inhibition potency for WT FLT3","","",
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","13215","nuvisertib","Synthetic organic",,,,"491299997","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.550000190734863","","IC50","","279.0","","=","","","","24953177"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","7918","onvansertib","Synthetic organic",,,,"249565601","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.289999961853027","","IC50","","510.0","","=","","","","21470862"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","7793","pacritinib","Synthetic organic",,,,"223366124","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.659999847412109","","IC50","","22.0","","=","","","","21604762"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","8710","pexidartinib","Synthetic organic",,,,"252827368","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.800000190734863","","IC50","","160.0","","=","","","","26222558"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","9381","PF-562271","Synthetic organic",,,,"328083483","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.010000228881836","","IC50","","97.0","","=","","","","18339875"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","5658","quizartinib","Synthetic organic",,,,"178102286","true","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","8.380000114440918","","IC50","","4.199999809265137","","=","","","","19654408"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","5658","quizartinib","Synthetic organic",,,,"178102286","true","Inhibitor","Inhibition","","Not Determined","false","true","","pKd","8.890000343322754","","8.800000190734863","Kd","1.600000023841858","","1.2999999523162842","=","","","","22037378|19754199"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","10361","RG-1530","Synthetic organic",,,,"384403641","false","Inhibitor","Inhibition","","Not Determined","false","false","","pKd","","7.960000038146973","","Kd","","11.0","","=","","","","20814247"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","7744","RGB-286638","Synthetic organic",,,,"223366077","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","9.0","","IC50","","1.0","","=","","","","23807770"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","12089","ruserontinib","Synthetic organic",,,,"472319211","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.260000228881836","","IC50","","55.0","","=","","","","22402607"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","8784","SGI-1776","Synthetic organic",,,,"252827442","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.360000133514404","","IC50","","44.0","","=","","","","22924342"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","9920","sitravatinib","Synthetic organic",,,,"363894214","false","Inhibitor","Inhibition","","Non-selective","false","false","","pIC50","","8.100000381469727","","IC50","","8.0","","=","In a biochemical enzyme activity assay.","","","26675259"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","5711","sorafenib","Synthetic organic",,,,"178102337","true","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","7.239999771118164","","IC50","","58.0","","=","","","","15466206"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","5711","sorafenib","Synthetic organic",,,,"178102337","true","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","7.480000019073486","","IC50","","33.0","","=","","","","21613405"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","5713","sunitinib","Synthetic organic",,,,"178102339","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.1899995803833","","IC50","","6.5","","=","","","","20570526"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","9921","tafetinib","Synthetic organic",,,,"363894215","false","Inhibitor","Inhibition","","Non-selective","false","false","","pIC50","","7.679999828338623","","IC50","","20.799999237060547","","=","In a radiometric biochemical protein kinase assay.","","","21638122"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","5695","tandutinib","Synthetic organic",,,,"178102322","false","Inhibitor","Inhibition","","Not Determined","false","true","","pKd","","8.520000457763672","","Kd","","3.0","","=","","","","22037378"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","5695","tandutinib","Synthetic organic",,,,"178102322","false","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","6.659999847412109","","IC50","","220.0","","=","","","","12124172"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","11134","TTT-3002","Synthetic organic",,,,"434122194","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","9.140000343322754","","IC50","","0.7200000286102295","","=","Inhibition of FLT3 phosphorylation in Molm14 human leukemia cells that carry the FLT3/ITD activation mutation","","","24408321"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","12010","tuspetinib","Synthetic organic",,,,"464244151","false","Inhibitor","Inhibition","","Non-selective","false","false","","pIC50","","8.960000038146973","","IC50","","1.100000023841858","","=","","","",
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","10131","UNC4203","Synthetic organic",,,,"381118841","false","Inhibitor","Inhibition","","Not Determined","false","false","","pKi","","7.789999961853027","","Ki","","16.139999389648438","","=","","","","30347155"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","13302","UNC8969","Synthetic organic",,,,"496703272","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.150000095367432","","IC50","","70.0","","=","","","","38556760"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","8106","URMC-099","Synthetic organic",,,,"249565786","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.399999618530273","","IC50","","4.0","","=","","","","24044867"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","9095","zotiraciclib","Synthetic organic",,,,"315661180","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","7.71999979019165","","7.25","IC50","56.0","","19.0","=","","","","22148278|21860433"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","13116","LWY713","Synthetic organic",,,,"491299898","false","None","Binding","PROTAC","Not Determined","false","false","","-","","","","-","","","","=","","","","38007910"
"fms related receptor tyrosine kinase 3","1807",,"FLT3","P36888","ENSG00000122025",,"",,,,,"","Human","4932","Fms-related tyrosine kinase 3 ligand","Peptide",,"FLT3LG","Human","178101630","false","None","None","","Non-selective","true","false","","-","","","","-","","","","=","","","",
"fms related receptor tyrosine kinase 4","1814",,"FLT4","P35916","ENSG00000037280",,"",,,,,"","Human","9601","catequentinib","Synthetic organic",,,,"340590231","true","Inhibitor","Inhibition","","Non-selective","false","false","","pIC50","","9.0","","IC50","","1.0","","=","<i>In vitro</i> activity","","",
"fms related receptor tyrosine kinase 4","1814",,"FLT4","P35916","ENSG00000037280",,"",,,,,"","Human","5664","cediranib","Synthetic organic",,,,"178102292","false","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","8.520000457763672","","IC50","","3.0","","<","","","","15899831"
"fms related receptor tyrosine kinase 4","1814",,"FLT4","P35916","ENSG00000037280",,"",,,,,"","Human","10420","CHMFL-KIT-64","Synthetic organic",,,,"385612180","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.920000076293945","","IC50","","121.0","","=","In a biochemical assay.","","","31250638"
"fms related receptor tyrosine kinase 4","1814",,"FLT4","P35916","ENSG00000037280",,"",,,,,"","Human","12334","compound 25c [PMID: 36649216]","Synthetic organic",,,,"479821125","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.369999885559082","","IC50","","423.0","","=","","","","36649216"
"fms related receptor tyrosine kinase 4","1814",,"FLT4","P35916","ENSG00000037280",,"",,,,,"","Human","11660","compound 38k [PMID: 34351741]","Synthetic organic",,,,"442878686","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.960000038146973","","IC50","","110.4000015258789","","=","","","","34351741"
"fms related receptor tyrosine kinase 4","1814",,"FLT4","P35916","ENSG00000037280",,"",,,,,"","Human","8175","compound 8h [PMID: 22765894]","Synthetic organic",,,,"249565855","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.489999771118164","","IC50","","3.200000047683716","","=","","","","22765894"
"fms related receptor tyrosine kinase 4","1814",,"FLT4","P35916","ENSG00000037280",,"",,,,,"","Human","9905","compound 8i [PMID: 22765894]","Synthetic organic",,,,"363894199","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.520000457763672","","IC50","","3.0","","=","","","","21613405"
"fms related receptor tyrosine kinase 4","1814",,"FLT4","P35916","ENSG00000037280",,"",,,,,"","Human","5962","dovitinib","Synthetic organic",,,,"178102585","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","8.520000457763672","","8.100000381469727","IC50","8.0","","3.0","=","","","","19113866|15598814"
"fms related receptor tyrosine kinase 4","1814",,"FLT4","P35916","ENSG00000037280",,"",,,,,"","Human","5679","foretinib","Synthetic organic",,,,"178102306","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.550000190734863","","IC50","","2.799999952316284","","=","","","","23098265"
"fms related receptor tyrosine kinase 4","1814",,"FLT4","P35916","ENSG00000037280",,"",,,,,"","Human","9428","fruquintinib","Synthetic organic",,,,"328083528","true","Inhibitor","Inhibition","","Selective","false","true","","pIC50","","9.300000190734863","","IC50","","0.5","","=","Evaluated in a [<sup>32</sup>]p-ATP incorporation assay","","","25482937"
"fms related receptor tyrosine kinase 4","1814",,"FLT4","P35916","ENSG00000037280",,"",,,,,"","Human","10475","ibcasertib","Synthetic organic",,,,"385612234","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.050000190734863","","IC50","","9.0","","=","Inhibition in a biochemical assay.","","","28004478"
"fms related receptor tyrosine kinase 4","1814",,"FLT4","P35916","ENSG00000037280",,"",,,,,"","Human","9914","ilorasertib","Synthetic organic",,,,"363894208","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.369999885559082","","IC50","","43.0","","=","Measuring inhibition of kinase activity in a biochemical assay.","","","22935731"
"fms related receptor tyrosine kinase 4","1814",,"FLT4","P35916","ENSG00000037280",,"",,,,,"","Human","7426","lenvatinib","Synthetic organic",,,,"178103998","true","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","8.279999732971191","","IC50","","5.199999809265137","","=","","","","23098265"
"fms related receptor tyrosine kinase 4","1814",,"FLT4","P35916","ENSG00000037280",,"",,,,,"","Human","5657","linifanib","Synthetic organic",,,,"178102285","false","Inhibitor","Inhibition","","Non-selective","false","false","","pIC50","","6.71999979019165","","IC50","","190.0","","=","","","","16648571"
"fms related receptor tyrosine kinase 4","1814",,"FLT4","P35916","ENSG00000037280",,"",,,,,"","Human","7962","MK-2461","Synthetic organic",,,,"249565645","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.110000133514404","","IC50","","78.0","","=","","","","20145145"
